Name,Name 2,2008 Wreck ID,Latitude,Longitude,Geo Q,Start Date,End Date,Date Q,Depth,Depth Q,Year Found,Year Found Q,Cargo 1,Type 1,Cargo 2,Type 2,Cargo 3,Type 3,Other Cargo,Gear,Estimated Capacity,Comments,Length,Width,Size estimate Q,Parker reference,Bibliography and notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrauzza,,909,37.000,15.317,,200,200,ca,4.0,,,,amphoras,Kapitän1 Kapitän2,ceramic,table pottery,glass,bottle,,,,,,,,1143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thalassinies Spilies,,910,34.867,32.317,,500,700,,,shallow,,,amphoras,Byzantine globular,,,,,,,,,,,,1145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thasos 1,,911,40.767,24.700,,400,600,?,,shallow,,,amphoras,LR/Byzantine,,,,,,,,,,,,1146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiboulen de Maïre,,912,43.200,5.317,,100,100,ca,54.0,,,,amphoras,Dr20 Dr28 Dr14 Beltran2A Beltran 2B Dr2-4 LaubenheimerG4 Pelichet 47,ceramic,coarse pottery,,,,,,"remains of hull, copper keel bolt",,,,1148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Toro, El",,916,39.450,2.467,,1,50,ca,,,,,amphoras,cf Dr9,,,,,,,,,,,,1150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Torre Castellucia 1,,917,40.333,17.383,,200,300,?,2.0,,,,nothing reported,,,,,,,,,hull,17.0,2.4,lenght can be less than 17,1151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Torre Castellucia 2,,918,40.333,17.383,,200,300,?,2.0,,,,nothing reported,,,,,,,,,hull,,,,1152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Torre Chianca,,919,40.267,17.883,,250,250,ca / ?,6.0,,,,marble,cipollino columns,amphoras,Dr43 derived,,,,,,,,,,1153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Torre dell'Orso,,920,40.267,18.433,,200,400,,10.0,,,,amphoras,"Dr41 or 42, Afr2 or cylindrical",,,,,,,,,,,,1154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Torre Flavia 1,,921,41.950,12.033,,1,500,?,5.0,,,,marble,columns,,,,,,lead rings,,"wood, copper nails",,,,1157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Torre Flavia 2,,922,41.917,12.000,,0,0,,25.0,,,,amphoras,,,,,,,,,remains of hull,,,,1158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Torre Hidalgo (Italy),,923,42.800,10.733,ca,0,0,,,,,,,,,,,,,,,wooden hull,,,,1159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Torre San Gennaro,,924,40.533,18.050,,1100,1200,,16.0,,,,amphoras,,,,,,,,,,,,,1161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Torre Santa Sabina,,925,40.750,17.700,,-25,25,?,6.0,,,,amphoras,Dr2-4,ceramic,pottery,,,,,,"keel, planking",,,,1162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Torre Sgarrata,,926,40.317,17.400,,180,205,ca,11.0,,,,marble,"sarcophagi, blocks, veneer",amphoras,Tripolitanian,ceramic,Candarli and other pottery,"tile fragments, mason's mallet, counters, glass vessel fragments, cuirass buckle, coins ending with Commodus (180-192).",,,"patched ship, 14C: 77 BC+/-43",30.0,,,1163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Torre Testa,,927,40.683,17.867,,0,0,,,shallow,,,stone,Lava millstone,,,,,,,,frames,,,,1164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Torre Valdaliga,,928,42.133,11.733,,1,20,ca,10.0,,,,amphoras,Dr2-4 Dr7-11,ceramic,Arretine pottery,,,,lead anchor stock,,,,,,1165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toulon 1,,929,43.117,5.933,,1,100,,,,,,stone,blocks,,,,,,,,small Roman boat,,,,1166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toulon 2,,930,43.117,5.933,,1,100,,,,,,stone,blocks,,,,,,,,small Roman boat,,,,1167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tour Sainte Marie 1,,931,43.000,9.483,,30,55,ca,55.0,,,,amphoras,Dr7-11 Dr12 Beltran2A Haltern70,ceramic,mortarium,tiles,tile fragment,part of schist flagstone,,,,,,,1171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tours,,932,47.383,0.700,,1,500,,,,,,ceramic,Gallo-Roman vases,,,,,,,,,,,,1173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trapani,,933,38.033,12.467,,200,300,,,,,,amphoras,Panella33,,,,,,,,,,,,1175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tre Fontane (Italy),,934,37.567,12.717,ca,0,0,,,,,,,,,,,,,,,ships and cargoes,,,,1175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triscina 3,,935,37.567,12.783,,400,500,?,3.0,,,,amphoras,spatheia cylindrical,,,,,,,,,,,,1179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triscina 4,,936,37.567,12.783,,25,125,ca / ?,,,,,amphoras,Beltran2B,,,,,barrels with iron hoops,,,,,,,1180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuna, Sa",,937,41.950,3.217,ca,100,200,,,,,,amphoras,Beltran2B,,,,,,,,,,,,1182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,,939,36.917,27.333,ca,200,300,?,,,,,amphoras,Kapitän1 Kapitän2,,,,,,,,,,,,1183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyre 2,,940,33.250,35.167,,1,100,?,,shallow,,,amphoras,,,,,,,,,,,,,1185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyre 3,,941,33.250,35.167,,1,500,,,,,,,,,,,,,,,,,,,1186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyre 7,,942,33.267,35.200,ca,500,1500,,,,,,ceramic,glazed pottery,stone,millstones,,,,,,,,,,1191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ullastres, Los",,943,41.883,3.200,,-50,25,ca,52.0,,,,amphoras,Pascual1,,,,,,"iron anchor, pump",,"planking, frames",18.0,,,1192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ulu Burun Area,,944,36.133,29.683,ca,1000,1200,,42.0,,,,tiles,,,,,,,y-shaped anchor,,,,,,1194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vachetta 1,,951,41.350,9.217,,1,75,ca / ?,,,,,amphoras,Dr2-4,metal,"copper or bronze nails, small lead bar",,,,,,,,,,1197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vacchetta 2,,950,41.350,9.217,,320,340,ca,,,,,coins,coins of Constantine,,,,,,,,,,,,1198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vada 3,,952,43.333,10.350,,1,100,?,23.0,,,,amphoras,Dr2-4,,,,,,,,,,,,1201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vada 4,,953,43.300,10.350,,1,100,,70.0,,,,amphoras,Dr7-11,,,,,,,,,,,,1202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia,,954,38.800,0.200,ca,1,500,,,,,,amphoras,(?),,,,,,lead anchor stock,,"bronze nails, lead pieces",,,,1203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valle Isola 1,,955,44.667,12.217,,1,300,,,,,,,,,,,,,,,dugout,14.7,,,1204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valle Isola 2,,956,44.667,12.217,,1,300,,,,,,,,,,,,,,,dugout,12.1,,,1205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Varna,,957,43.117,27.950,,400,500,ca,,,,,amphoras,large LR Zeest 80,,,,,,,,amphoras now in Varna Archaeological Museum; from Black Sea? wine?,,,,1208,"V.G. Swan 2007, 258 n7.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vechten,,958,52.067,5.200,,1,100,?,,silted,,,nothing reported,,,,,,,,,boat,12.0,3.0,,1210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vendicari,,960,36.800,15.100,,375,625,ca,7.0,,,,amphoras,Riley LR2 spatheion Keay53,,,,,,,,,,,,1211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ventotene: other sites,,961,40.793,13.434,,200,300,?,,,,,amphoras,,,,,,,lead anchor stock,,,,,,1213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vichy,,962,46.083,3.250,,100,150,ca,,,,,ceramic,Central Gaulish terra sigillata,,,,,,,,timbers,,,,1214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vieste,,963,41.833,16.200,,500,1500,,,,,,tiles,,,,,,,,,,,,,1215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viganj,,964,42.967,17.117,,100,200,,30.0,,,,ceramic,"Aegean pottery: casseroles, plates, frying pans, bowls, jugs, lids, grills",,,,,,,,preserved hull,,,,1216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vignale,,965,42.000,9.483,,307,310,ca,13.0,,,,amphoras,LR cylindrical,metal,bronze pitcher handle,coins,"large bronze coin hoard: mostly Maxentius, ends with Constantine",,,,,,,,1217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villepey,,966,43.400,6.700,,110,160,ca / ?,,,,,amphoras,Dr20 G4,,,,,,iron anchor,,frame with nails,,,,1219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vis 5,,967,43.050,16.250,,400,600,,,,,,amphoras,,,,,,,,,,,,,1224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vis 6,,968,43.067,16.200,,1,500,,,,,,tiles,,,,,,,,,,,,,1225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vis 7,,969,43.000,16.050,,1,500,,,,,,amphoras,,,,,,,,,,,,,1226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wantzenau,,970,48.667,7.833,,275,300,,,,,,stone,millstones,metal,"3 bronze vessels, axe-hammer, drill",,,,leaden end of sounding pole,,"hull, punting, iron-mounted pole",6.5,,,1231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woerden 1,,972,52.100,4.867,,170,175,ca,,silted,1978,,grain,"grain poss= spelt; hazel nuts; weeds suggests grain came limy loam soil, e.g. from mod. Belgium or Luxemburg; had been stored for some time before shipping",,,,,"no sign of sacks, containers","stone with/bricks, pottery, 4 pairs of hobnailed sandals",,"river boat, frames, planks, mast-step, fireplace, dendrodated: 169 AD; ceramic a bit later; sandals C3 early, and indicated at least 3 adult crew members; many repairs. Presumably grain transport for Roman fort on site.",27.0,3.0,ca,1232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xlendi 2,,984,36.017,14.200,,1,100,?,,,,,amphoras,Dr2-4,,,,,,,,,,,,1235,"S. van Doorninck Jr. 2004, 48.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xlendi 3,,985,36.017,14.200,,350,450,ca / ?,30.0,,,,amphoras,Keay25,,,,,,,,,,,,1236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xlendi 4,,986,36.017,14.200,,0,0,,30.0,,,,ceramic,coarseware jugs,,,,,,,,,,,,1237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yassi Ada 1,,987,36.983,27.183,,626,626,ca,39.0,,,,amphoras,Riley LR1 Riley LR2,ceramic,"bowls, plates, cups, cooking pots, storage jars, pitchers",stone,mortar,"pipette, lamps, weights, steelyards, censer, fishing weights, glass, iron tools, 70 coins",11 iron anchors,,galley with tiled roof,20.0,5.0,,1239,"G.F. Bass 1963, 138-156; G.F. Bass 1975; G.F. Bass and F.H. van Doorninck 1982; P. Throckmorton 1987; F.H. van Doorninck Jr. 1997.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yassi Ada 2,,988,36.983,27.183,,375,425,,42.0,,,,amphoras,,ceramic,"pottery jugs, coarse pottery, lamps, plates, terra sigillata chiara bowls",metal,steelyward and copper jugs,"bronze coins, glass",,,"hull, planking, frames, wales, deck, bulkhead, galley",20.0,,,1240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yverdon 1,,1016,46.783,6.633,,75,100,,0.0,,,,nothing reported,,,,,,,,,"hull, frames, planks, dendro 77",34.0,,,1241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yverdon 2,,1017,46.783,6.633,,300,400,?,,silted,,,nothing reported,,,,,,,,,"boat, mast-step, planks, thwarts, oar-loops, shrouds",9.7,1.5,ca,1242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zakynthos 2,,1018,37.733,20.950,,400,700,?,,,,,amphoras,,,,,,,,,,,,,1244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zanca,,1019,42.800,10.117,,1,100,?,35.0,,,,amphoras,,,,,,,,,,,,,1245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zapuntel,,1020,44.250,14.800,ca,500,1500,,,,,,ceramic,pottery,,,,,,,,,,,,1246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zatoane,,1021,45.250,29.500,?,1,500,,,silted,,,nothing reported,,,,,,,,,"Roman boat, double wooden pulley-block",,,,1247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaton 1,,1022,44.217,15.150,,75,100,,2.0,,,,nothing reported,,,,,,,,,"planks, keel",,,,1248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaton 2,,1023,44.217,15.150,,75,100,,2.0,,,,nothing reported,,,,,,,,,"planks, keel",,,,1249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zdrijac,,1024,44.233,15.183,,800,1000,,4.0,,,,amphoras,Byzantine,tiles,tegulae and imbrices,metal,"copper kettle, iron axe, 2 knives, chisel, nails, 3 adzes, 2 scrapers, plough-share, spear-head, crucible","pottery jug, glass flask",,,,,,,1250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zembretta,,1025,37.133,10.783,,0,0,,,,,,amphoras,,,,,,,,,,,,,1251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zirje,,1026,43.667,15.667,ca,250,450,ca / ?,,,,,amphoras,Almagro50,,,,,,,,,,,,1252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwammerdam 1,,1027,52.117,4.733,,150,225,ca,,silted,,,nothing reported,,,,,,,,,logboat,7.0,,,1254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwammerdam 2,,1028,52.117,4.733,,150,225,ca,,silted,,,nothing reported,,,,,,,,,"barge, mast-step",22.8,,,1255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwammerdam 3,,1029,52.117,4.733,,150,225,ca,,silted,,,nothing reported,,,,,,,,,logboat,10.4,,,1256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwammerdam 4,,1030,52.117,4.733,,150,225,ca,,silted,,,nothing reported,,,,,,,,,"barge, mast-step",34.0,,,1257,"H. Berkel and J. Obladen-Kauder 1991, 74-77; M.D. de Weerd 1991, 5-16; M.D. de Weerd 1991, 28-31; B. Arnold 1992,13; S.V.E. Heal 1993, 299; H.A. Hulst 1993; M.D. de Weerd 1994, 43-44.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwammerdam 5,,1031,52.117,4.733,,150,225,ca,,silted,,,nothing reported,,,,,,,,,logboat,5.5,,,1258,"J.P. Clerc and J.C. Negrel 1973, 61-71.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwammerdam 6,,1032,52.117,4.733,,150,225,ca,,silted,,,nothing reported,,,,,,,,,"barge, mast-step",20.3,,,1259,"http://www.culture.gouv.fr/culture/archeosm/fr/ ; L. Long and G. Volpe 1998, 341.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Velsen 1,,959,52.450,4.650,,1050,1175,,,silted,,,,,,,,,,,,Dating based on 14C. Oak paddled vessel of Utrecht 1 type in medieval context.,6.5,,,,"Navis I, Velsen 1, #74; D. Ellmers 1972, 294; J. Morel and M.D. de Weerd 1981, 70-71; M.D. de Weerd 1987, 147-169; M.D. de Weerd 1990, 75; B. Arnold 1996,158; K. Vlierman 1997, 100-101.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cavo (Italy),,202,42.865,10.437,ca,0,0,,,,,,marble,,metal,bronze Roma (steelyard?) weight,coins,"dupondius of Antoninus Pius, bronze medallion of Marcus Aurelius",,,,"coins: dupondius of Antoninus Pius, bronze medallion of Marcus Aurelius.",,,,after 288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alonessos 2,,20,39.204,23.758,ca,1100,1200,ca,60.0,,,,amphoras,,,,,,,,,only surveyed by sonar and preliminary dives. 200m N of Alonissos wreck.  This wreck has not been assigned a precise id in the publication.,,,,,"K. Delaporta, M.E. Jasinski, and F. Soreide 2006.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aquileia,,28,45.767,13.367,,1,200,ca,,silted,,,,,,,,,,,,Roman context; ship was sewn,,,,,"Navis I, Aquileia, #94; L. Bertacchi 1990; C. Beltrame 1996; C. Beltrame 2000.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Årby,,30,59.583,16.267,,800,1000,,,silted,,,,,,,,,,,,"No dating information provided in database. Pine, oak, oared, Viking-age working boat later used as a grave.",3.8,1.0,,,"Navis I, Årby #172; H. Arbman 1940; H. Arbman, B. Greenhill, and O.T.P. Roberts 1993.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Äskekärr 1,,39,58.617,13.600,,900,1000,,,silted,1933,,,,,,,,,,,"No dating info in database. Oak, sailed, cargo Nordic ship.",16.0,4.6,,,"Navis I, Äskekärr 1, #171; P. Humbla and H. Thomasson 1934; L.G. Engstrand and H.G. Östlund 1962; J. Bill et al. 1997; A. Bråthen 1998; P. Smolarek 2000.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aspat bay,,40,37.017,27.550,ca,0,0,,43.0,,1995,,tiles,roofing,,,,,,,,,,,,,B.A. Phanaeuf and D. Frey 1995.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assarca,,41,15.515,39.951,ca,400,600,ca,4.0,ca 4-6m,1995,,amphoras,carrot-shaped; lentoid (Assarca Type 2); conical (Assarca Type 1); wide conical (Assarca Type 3); amphorae have rilling and brown slip. Amphoras had lids,ceramics,light cream color,glass,greenish blue,,ballast; pithos; counterweight for a steelyard (made of glass),,"carrot shaped type of amphora (Ayla-Axum) which appears to be distributed around the Red Sea, southwest coast of Turkey, Spain, Carthage. Argues that the carrot shaped amphorae are from Aila and if they are from Aila (Ayla) the destination of the ship must be Adulis (Pedersen, 2008, 89).",14.0,,ca,,"R.K. Pedersen 2000,  3-12; R.K. Pedersen 2008, 77-94.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avdimou bay,,45,34.655,32.764,,400,600,ca,,,,,stone,"millstones 3, conical  in shape",amphoras,"LR4, from Gaza and Ashkelon, tall narrow w/o neck, small ring handles, no rim.  traces of pitch inside the amphoras indicate containedholy land wine",,,,2 stone anchors in addition to another 9 already documented.,,Survey. Dating based on amphoras and anchors.  The survey mentions this site in passing.  See IJNA articles for  more details.,,,,,"J. Leidwanger and D.S. Howitt-Marshall 2006, 13-14.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baie de Conca,calanque de Conca,60,41.550,8.783,,1,100,,12.5,ca (10-15 m range),?,,amphoras,Gaulish,dolia,,,,,,,"area used by dive clubs, so little found",,,,,"P. Pomey and L. Long 1993, 60.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bajo de la Campana 3,,64,37.733,-0.700,ca,1,300,,,,,,amphoras,"Dr7-11, Dr14, Dr20",,,,,,wood fragments,,,,,,,"J.P. Reyes 1996, 68 n17.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barland's farm,,69,51.567,2.817,ca,200,300,ca,,in alluvium,,,,,,,,,,,,Dating based on oak dendrochronology. Cargo vessel. Romano-Celtic context.,12.0,3.2,,,"Navis I, Barland's Farm, #24; N. Nayling and D. Maynard 1994, 596-603; S. McGrail 1997, 205-228; S.McGrail 1997, 53-54; S. McGrail and O. Roberts 1999, 133-146; P.V. Webster 1999; N. Nayling and S. McGrail 2004.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barthélemy 2,,70,43.433,6.900,,1,100,,39.0,,,,tiles,"tegulae, imbrices",ceramic,"urns, plates (Rivet 6 and 10), olpe, globular olla; casseroles",metal,"lead objects (foculus, boxes) and metal tools","mineral to grind or crush, metal and wood tools","wood fragments; assembled by tying; hull, keel, sternpost, pins, clasps, nails, anchor",,,8.0,,,,"A. Joncheray and J.P. Joncheray, 2004.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Björke,,78,57.900,15.950,,320,320,,,silted,1947,,,,,,,,,,,"Dating based on one 14C sample with a 70 year margin.  Paddled? lime, pine, spruce, juniper, Nordic-type, working boat.",7.2,1.2,,,"Navis I, Björke, #170; P. Humbla 1949; T. Løken 1976; P. Mellander 1984.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolsa de Marcella,,79,,,,160,220,,,,,,,,,,,,,5 types of wood,,,23.0,,,,"A.L.M. Albarracin 1993, 92-94.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bozburun Armed Nave,,84,36.717,28.083,ca,1475,1575,ca,81.0,,,,ceramic,no handles,,,,,,"wrought iron guns, at least 2 metal anchors, ballast",,"survey TK05-AH wreck. 2  km offshore. Authors speculate that the wreck is a possibily Italian armed merchant ship, given the size and the fact that it is armed. Dating based on material and shape of cannons, which were in use only in the 15th century, being replaced by bronze cannons in the 16th.",10.0,4.0,ca,,"J.G. Royal 2006, 3-11; J.G. Royal 2006, 195-217; J. Leidwanger 2007, 308-316.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bozburun Galley A,,85,36.717,28.083,ca,1475,1525,ca,75.0,,,,,,,,,,,"wrought iron guns, 4 metal anchors, ballast",,"survey  TK05-AB wreck. Authors speculate that it's either an Italian fusta or galliot, or a Turkish firkate or kalite. Dating based on material and shape of cannons, which were in use only in the 15th century, being replaced by bronze cannons in the 16th.",16.0,2.5,ca,,"J.G. Royal 2006, 3-11;  J.G. Royal 2006, 195-217; J. Leidwanger 2007, 308-316.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bozburun Julio-Claudian,,86,36.717,28.083,ca,-50,50,ca,83.0,,,,amphoras,Rhodian type 1 like Lyon (Sciallano and Sibella 1994) 1BC-1CAD,amphoras,Rhodian type 2 (similar to Peacock and Williams (1991) class 9 (Camulodonum 184) 2C,amphoras,"Rhodian type 3 (like Antikythera wreck, citing Grace 1965, 5-7)",,,,survey TK05-AI. Dating based uniquely on amphora finds,15.0,2.0,ca,,"J.G. Royal 2006, 195-217.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bozburun late antique anchor wreck,,87,36.717,28.083,ca,500,600,ca,85.0,,,,amphoras,"LRA1; Type 2, (60 cm long) beehive shaped w/ ridges unidentified; 1 LRA3  (40cm long)",,,,,,"9-11 anchors, 6 of cruciform shape, all in the same place, meaning they were stowed. One presents a 2m stock with ring attached. one has lunette shape (used in early Roman imperial period). Similar anchors found in the Dramont F wreck and Yassi Ada wreck. Stock to anchor ratio similar to Yassi Ada",,"survey TK05-AD 2 km offshore. Dating based on amphoras, which resemble as a whole types in use in the 6th C. according to the authors.",9.0,3.0,ca,,"J.G. Royal 2006, 3-11;  J.G. Royal 2006, 195-217.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Budva,,93,36.767,19.067,,0,0,,,,,,,,,,,,,,,,,,,,"J. P. Reyes 1996, 57-90.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cala Reona, Cartagena",,116,37.635,-0.696,,,500,,,,,,amphoras,"small, for salted contents; non specified types",ceramic,terra sigillata Clara D,,,,wood and nails,,near Cabo de Palos,,,,,"J. P. Reyes 1996, 71 n27.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calanque de l'Âne 1,Pointe Debie (earlier name),121,43.250,5.283,,100,150,,18.0,,,,tiles,"tegulae, imbrices, red or mixed yellow and red",ceramic,"sigillee, Drag. 16, 27, 35, 37,",glass,,"Isings 3a, 28a",two elements of lead pipes,,"dated from ceramic, glass; bronze coin of Domitian for terminus post quem; S of Pointe de Pomègues; well preserved hull and deck",25.0,,,,"P. Pomey and L. Long 1993, 20-21; S. Ximénès and M. Moerman 1998, 299-302.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camerat 1,,128,43.200,6.683,,1,100,c1,25.0,,,,tiles,"imbrices, tegulae",,,,,,,,dating based on decoration on tiles,,,,,"P. Pomey and L. Long 1988, 37.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cape Izmetiste,,156,43.158,16.347,,1,100,,,,,,,,,,,,,,,,,,,,"M. Jurišić 2000; A.M. McCann and J.P. Oleson 2004, 92.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cape Zevgari, Cyprus",,161,34.567,32.929,,400,600,ca,6.0,,,,amphoras,"LR1 (150 necks), local, for oil, with some writings on them indicating measurements for dry goods",,,,,,"lead block pierced twice, similar to ones foud at Dor",,Survey discovery. Likely represents cargo of a small coastal trader,35.0,15.0,ca,,"J. Leidwanger 2004, 25-26;  J. Leidwanger 2007, 308-316.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casnewydd,,194,51.588,-2.998,,1400,1600,,,silted,,,ceramic,Portugese pottery,coins,Portugese coins,,,"combs, gaming piece; shoes, sail cloth, woolen clothing",cannon balls,,"Remains of a man under the ship. Scuttled and stripped out hull, edge-fastened  by iron nails, 10m mast step.",29.0,8.0,,,"O.T.P. Roberts 2004, 158-163.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charbrowo 1,,208,54.733,17.517,,920,1190,,,in alluvium,,,,,,,,,,,,"Dating based on dendro (15 samples with interval 1112-1190) and 14C (2 samples with interval 920-930).  All dating done on planks.  Discovered in 1896. Slavonic context. Oak, pine and juniper vessel, sailed/oared.",13.2,3.3,,,"Navis I, Charbrowo 1, #139; H. Lemcke 1898, 305-309; M. Zeylandowa 1984, 241-242; P. Smolarek 1985, 171-184; A. Pazdur et al. 1994, 127-195; W. Filipowiak 1996, 91-96; N. Bonde, T. Wazny, and A. Daly 1999; M. Krapiec and W. Ossowski 2000, 27-32.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chrétienne M-3,,219,43.417,6.883,,1,100,,,,,,amphoras,Richborough 527,ceramic,"Pompeian plates, plates of open form or covered",marble,marble plaque,"lead seals of merchandise, mineral objects, pumice stone, pozzolana, Egyptian blue",,,,,,,,"A. Joncheray and J.P. Joncheray 2002, 57-130.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Çomlek Burun,,231,36.717,28.083,ca,1000,1200,ca,65.0,,,,amphoras,"60 Serçe Limani type, rounded, short neck.",,,,,,grapnel anchor,,"Survey discovery. TK05-AC. Serçe Limani wreck is 15 km to SW. Dating of wreck based on amphora shape and size and similarity with Serçe Limani type.  In addition, grapnel anchor also provided a time frame, which is slightly wider than the amphora evidence.",10.0,3.0,ca,,"J.G. Royal 2006, 3-11; J.G. Royal 2006, 195-217; Leidwanger 2007, 308-316.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
